Train Type,Car No.,Car Type,Car Direction,Door No.,Case,Case Offset (mm),Stop Error (mm),Front Ref Position (mm),Base Door Start (mm),Base Door End (mm),Door Width (mm),Actual Door Start (mm),Actual Door End (mm),Door Center (mm),Unit ID,Unit Start (mm),Unit End (mm),Unit Center (mm),Overlap Width (mm),Move Distance (mm),Direction,Effective Opening Width (mm),Min Required Width (mm),Valid?,Command,Confidence,Source / Note
지하철 대형통근형,4,T,정방향,1,5,70,20,90,6190,6320,130,6280,6410,6345,46,6300,6440,6370,110,110,RIGHT,175.5,175.5,OK,UNIT_46:RIGHT:110.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,2,5,70,20,90,6670,6800,130,6760,6890,6825,49,6720,6860,6790,100,100,LEFT,175.5,175.5,OK,UNIT_49:LEFT:100.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,2,5,70,20,90,6670,6800,130,6760,6890,6825,50,6860,7000,6930,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_50:RIGHT:75.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,3,5,70,20,90,7150,7280,130,7240,7370,7305,52,7140,7280,7210,62.75,62.75,LEFT,175.5,175.5,OK,UNIT_52:LEFT:62.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,3,5,70,20,90,7150,7280,130,7240,7370,7305,53,7280,7420,7350,112.75,112.75,RIGHT,175.5,175.5,OK,UNIT_53:RIGHT:112.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,4,5,70,20,90,7630,7760,130,7720,7850,7785,56,7700,7840,7770,120,120,LEFT,175.5,175.5,OK,UNIT_56:LEFT:120.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,4,T,정방향,4,5,70,20,90,7630,7760,130,7720,7850,7785,57,7840,7980,7910,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_57:RIGHT:55.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,1,5,70,20,90,8190,8320,130,8280,8410,8345,60,8260,8400,8330,120,120,LEFT,175.5,175.5,OK,UNIT_60:LEFT:120.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,1,5,70,20,90,8190,8320,130,8280,8410,8345,61,8400,8540,8470,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_61:RIGHT:55.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,2,5,70,20,90,8670,8800,130,8760,8890,8825,63,8680,8820,8750,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_63:LEFT:82.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,2,5,70,20,90,8670,8800,130,8760,8890,8825,64,8820,8960,8890,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_64:RIGHT:92.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,3,5,70,20,90,9150,9280,130,9240,9370,9305,66,9100,9240,9170,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_66:LEFT:45.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,3,5,70,20,90,9150,9280,130,9240,9370,9305,67,9240,9380,9310,130,130,RIGHT,175.5,175.5,OK,UNIT_67:RIGHT:130.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,4,5,70,20,90,9630,9760,130,9720,9850,9785,70,9660,9800,9730,80,80,LEFT,175.5,175.5,OK,UNIT_70:LEFT:80.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,5,M',정방향,4,5,70,20,90,9630,9760,130,9720,9850,9785,71,9800,9940,9870,95.5,95.5,RIGHT,175.5,175.5,OK,UNIT_71:RIGHT:95.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,1,5,70,20,90,10190,10320,130,10280,10410,10345,74,10220,10360,10290,102.75,102.75,LEFT,175.5,175.5,OK,UNIT_74:LEFT:102.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,1,5,70,20,90,10190,10320,130,10280,10410,10345,75,10360,10500,10430,72.75,72.75,RIGHT,175.5,175.5,OK,UNIT_75:RIGHT:72.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,2,5,70,20,90,10670,10800,130,10760,10890,10825,77,10640,10780,10710,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_77:LEFT:65.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,2,5,70,20,90,10670,10800,130,10760,10890,10825,78,10780,10920,10850,110,110,RIGHT,175.5,175.5,OK,UNIT_78:RIGHT:110.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,3,5,70,20,90,11150,11280,130,11240,11370,11305,81,11200,11340,11270,100,100,LEFT,175.5,175.5,OK,UNIT_81:LEFT:100.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,3,5,70,20,90,11150,11280,130,11240,11370,11305,82,11340,11480,11410,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_82:RIGHT:75.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,4,5,70,20,90,11630,11760,130,11720,11850,11785,84,11620,11760,11690,62.75,62.75,LEFT,175.5,175.5,OK,UNIT_84:LEFT:62.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,6,T,정방향,4,5,70,20,90,11630,11760,130,11720,11850,11785,85,11760,11900,11830,112.75,112.75,RIGHT,175.5,175.5,OK,UNIT_85:RIGHT:112.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 6호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,1,5,70,20,90,12190,12320,130,12280,12410,12345,88,12180,12320,12250,85.5,85.5,LEFT,175.5,175.5,OK,UNIT_88:LEFT:85.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,1,5,70,20,90,12190,12320,130,12280,12410,12345,89,12320,12460,12390,90,90,RIGHT,175.5,175.5,OK,UNIT_89:RIGHT:90.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,2,5,70,20,90,12670,12800,130,12760,12890,12825,92,12740,12880,12810,120,120,LEFT,175.5,175.5,OK,UNIT_92:LEFT:120.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,2,5,70,20,90,12670,12800,130,12760,12890,12825,93,12880,13020,12950,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_93:RIGHT:55.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,3,5,70,20,90,13150,13280,130,13240,13370,13305,95,13160,13300,13230,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_95:LEFT:82.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,3,5,70,20,90,13150,13280,130,13240,13370,13305,96,13300,13440,13370,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_96:RIGHT:92.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,4,5,70,20,90,13630,13760,130,13720,13850,13785,98,13580,13720,13650,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_98:LEFT:45.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,7,T,정방향,4,5,70,20,90,13630,13760,130,13720,13850,13785,99,13720,13860,13790,130,130,RIGHT,175.5,175.5,OK,UNIT_99:RIGHT:130.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,1,5,70,20,90,14190,14320,130,14280,14410,14345,102,14140,14280,14210,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_102:LEFT:45.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,1,5,70,20,90,14190,14320,130,14280,14410,14345,103,14280,14420,14350,130,130,RIGHT,175.5,175.5,OK,UNIT_103:RIGHT:130.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,2,5,70,20,90,14670,14800,130,14760,14890,14825,106,14700,14840,14770,102.75,102.75,LEFT,175.5,175.5,OK,UNIT_106:LEFT:102.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,2,5,70,20,90,14670,14800,130,14760,14890,14825,107,14840,14980,14910,72.75,72.75,RIGHT,175.5,175.5,OK,UNIT_107:RIGHT:72.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,3,5,70,20,90,15150,15280,130,15240,15370,15305,109,15120,15260,15190,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_109:LEFT:65.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,3,5,70,20,90,15150,15280,130,15240,15370,15305,110,15260,15400,15330,110,110,RIGHT,175.5,175.5,OK,UNIT_110:RIGHT:110.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,4,5,70,20,90,15630,15760,130,15720,15850,15785,113,15680,15820,15750,100,100,LEFT,175.5,175.5,OK,UNIT_113:LEFT:100.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,8,M,정방향,4,5,70,20,90,15630,15760,130,15720,15850,15785,114,15820,15960,15890,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_114:RIGHT:75.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,1,5,70,20,90,16190,16320,130,16280,16410,16345,117,16240,16380,16310,100,100,LEFT,175.5,175.5,OK,UNIT_117:LEFT:100.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,1,5,70,20,90,16190,16320,130,16280,16410,16345,118,16380,16520,16450,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_118:RIGHT:75.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,2,5,70,20,90,16670,16800,130,16760,16890,16825,120,16660,16800,16730,62.75,62.75,LEFT,175.5,175.5,OK,UNIT_120:LEFT:62.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,2,5,70,20,90,16670,16800,130,16760,16890,16825,121,16800,16940,16870,112.75,112.75,RIGHT,175.5,175.5,OK,UNIT_121:RIGHT:112.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,3,5,70,20,90,17150,17280,130,17240,17370,17305,124,17220,17360,17290,120,120,LEFT,175.5,175.5,OK,UNIT_124:LEFT:120.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,3,5,70,20,90,17150,17280,130,17240,17370,17305,125,17360,17500,17430,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_125:RIGHT:55.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,4,5,70,20,90,17630,17760,130,17720,17850,17785,127,17640,17780,17710,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_127:LEFT:82.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,9,M',정방향,4,5,70,20,90,17630,17760,130,17720,17850,17785,128,17780,17920,17850,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_128:RIGHT:92.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 9호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,1,5,70,20,90,19630,19760,130,19720,19850,19785,141,19600,19740,19670,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_141:LEFT:65.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,1,5,70,20,90,19630,19760,130,19720,19850,19785,142,19740,19880,19810,110,110,RIGHT,175.5,175.5,OK,UNIT_142:RIGHT:110.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,2,5,70,20,90,19150,19280,130,19240,19370,19305,138,19180,19320,19250,102.75,102.75,LEFT,175.5,175.5,OK,UNIT_138:LEFT:102.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,2,5,70,20,90,19150,19280,130,19240,19370,19305,139,19320,19460,19390,72.75,72.75,RIGHT,175.5,175.5,OK,UNIT_139:RIGHT:72.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,3,5,70,20,90,18670,18800,130,18760,18890,18825,134,18620,18760,18690,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_134:LEFT:45.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,3,5,70,20,90,18670,18800,130,18760,18890,18825,135,18760,18900,18830,130,130,RIGHT,175.5,175.5,OK,UNIT_135:RIGHT:130.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,4,5,70,20,90,18190,18320,130,18280,18410,18345,131,18200,18340,18270,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_131:LEFT:82.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,10,Tc,역방향,4,5,70,20,90,18190,18320,130,18280,18410,18345,132,18340,18480,18410,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_132:RIGHT:92.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 10호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,1,5,70,25,95,190,320,130,285,415,350,2,140,280,210,40.5,40.5,LEFT,175.5,175.5,OK,UNIT_2:LEFT:40.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,1,5,70,25,95,190,320,130,285,415,350,3,280,420,350,135,135,RIGHT,175.5,175.5,OK,UNIT_3:RIGHT:135.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,2,5,70,25,95,670,800,130,765,895,830,6,700,840,770,97.75,97.75,LEFT,175.5,175.5,OK,UNIT_6:LEFT:97.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,2,5,70,25,95,670,800,130,765,895,830,7,840,980,910,77.75,77.75,RIGHT,175.5,175.5,OK,UNIT_7:RIGHT:77.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,3,5,70,25,95,1150,1280,130,1245,1375,1310,9,1120,1260,1190,60.5,60.5,LEFT,175.5,175.5,OK,UNIT_9:LEFT:60.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,3,5,70,25,95,1150,1280,130,1245,1375,1310,10,1260,1400,1330,115,115,RIGHT,175.5,175.5,OK,UNIT_10:RIGHT:115.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,4,5,70,25,95,1630,1760,130,1725,1855,1790,13,1680,1820,1750,95,95,LEFT,175.5,175.5,OK,UNIT_13:LEFT:95.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,1,Tc,정방향,4,5,70,25,95,1630,1760,130,1725,1855,1790,14,1820,1960,1890,80.5,80.5,RIGHT,175.5,175.5,OK,UNIT_14:RIGHT:80.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,1,5,70,25,95,2190,2320,130,2285,2415,2350,17,2240,2380,2310,95,95,LEFT,175.5,175.5,OK,UNIT_17:LEFT:95.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,1,5,70,25,95,2190,2320,130,2285,2415,2350,18,2380,2520,2450,80.5,80.5,RIGHT,175.5,175.5,OK,UNIT_18:RIGHT:80.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,2,5,70,25,95,2670,2800,130,2765,2895,2830,20,2660,2800,2730,57.75,57.75,LEFT,175.5,175.5,OK,UNIT_20:LEFT:57.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,2,5,70,25,95,2670,2800,130,2765,2895,2830,21,2800,2940,2870,117.75,117.75,RIGHT,175.5,175.5,OK,UNIT_21:RIGHT:117.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,3,5,70,25,95,3150,3280,130,3245,3375,3310,24,3220,3360,3290,115,115,LEFT,175.5,175.5,OK,UNIT_24:LEFT:115.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,3,5,70,25,95,3150,3280,130,3245,3375,3310,25,3360,3500,3430,60.5,60.5,RIGHT,175.5,175.5,OK,UNIT_25:RIGHT:60.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,4,5,70,25,95,3630,3760,130,3725,3855,3790,27,3640,3780,3710,77.75,77.75,LEFT,175.5,175.5,OK,UNIT_27:LEFT:77.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,2,M,정방향,4,5,70,25,95,3630,3760,130,3725,3855,3790,28,3780,3920,3850,97.75,97.75,RIGHT,175.5,175.5,OK,UNIT_28:RIGHT:97.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,1,5,70,25,95,4190,4320,130,4285,4415,4350,31,4200,4340,4270,77.75,77.75,LEFT,175.5,175.5,OK,UNIT_31:LEFT:77.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,1,5,70,25,95,4190,4320,130,4285,4415,4350,32,4340,4480,4410,97.75,97.75,RIGHT,175.5,175.5,OK,UNIT_32:RIGHT:97.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,2,5,70,25,95,4670,4800,130,4765,4895,4830,34,4620,4760,4690,40.5,40.5,LEFT,175.5,175.5,OK,UNIT_34:LEFT:40.5mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,2,5,70,25,95,4670,4800,130,4765,4895,4830,35,4760,4900,4830,135,135,RIGHT,175.5,175.5,OK,UNIT_35:RIGHT:135.0mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,3,5,70,25,95,5150,5280,130,5245,5375,5310,38,5180,5320,5250,97.75,97.75,LEFT,175.5,175.5,OK,UNIT_38:LEFT:97.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
지하철 대형통근형,3,M',정방향,3,5,70,25,95,5150,5280,130,5245,5375,5310,39,5320,5460,5390,77.75,77.75,RIGHT,175.5,175.5,OK,UNIT_39:RIGHT:77.8mm,표준,"대형전동차 표준, 4,800mm 간격 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
